machine_id,site_session_id,domain_id,event_date,event_time,prod_category_id,prod_name,prod_qty,prod_totprice,basket_tot,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code,domain_name
81247807,70322566664449,17805502262469192295,20111201,4:01:30,43,"BUFFALO, NY~ATLANTA, GA TUESDAY, DECEMBER 20, 2011",2,165.58,165.58,99,1,4,7,6,1,1,1,0,14150,usairways.com
81249358,4216593518714,3010609366849421442,20110719,16:25:58,45,"BOSTON, MA (BOS)~BALTIMORE, MD (BWI) SUN AUG 07~THU AUG 11",2,256.00,256.00,99,1,2,1,5,1,2,1,0,02368,jetblue.com
81261726,4308001099724,9530952911301729568,20110126,4:10:01,43,FLIGHT - NEW YORK TO NASSAU SUN JAN 30 2011~MON JAN 31 2011,1,0.00,395.87,99,1,3,10,5,0,5,1,0,11103,expedia.com
81261726,4308001099724,9530952911301729568,20110126,4:10:01,46,PACKAGE N/A,1,395.87,395.87,99,1,3,10,5,0,5,1,0,11103,expedia.com
81261726,4308001099724,9530952911301729568,20110126,4:10:01,44,HOTEL - WYNDHAM NASSAU RESORT SUN 1/30/2011~ MON 1/31/2011,1,0.00,395.87,99,1,3,10,5,0,5,1,0,11103,expedia.com
81262714,4224243863497,14244539005989555924,20110123,7:28:41,43,"FLIGHT -BALTIMORE, MD (BWI)~LOS ANGELES, CA (LAX) N/A",1,479.40,479.40,99,4,2,8,7,0,1,1,0,91301,united.com
81262714,4355006075040,1037677886457106237,20110826,4:02:56,43,FLIGHT - ADULT N/A,1,169.40,255.00,99,4,2,8,7,0,1,1,0,91301,southwest.com
81262714,4571723600017,1037677886457106237,20110811,5:03:42,43,FLIGHT - ADULT N/A,2,278.80,364.40,99,4,2,8,7,0,1,1,0,91301,southwest.com
81263009,4269367431124,9859212299277700681,20110203,20:05:13,43,"TICKET THU, FEB 3",2,434.00,434.00,99,4,4,6,7,1,1,1,0,97219,alaskaair.com
81263190,4154417090560,1875457313788268580,20110319,3:37:18,43,FLIGHT - N/A,1,405.59,426.99,99,2,1,7,7,0,1,1,0,46765,delta.com
81297738,3869710749774,10326615452578885078,20110605,9:48:53,43,"ADULT JUN 05, 2011",1,549.00,549.00,99,1,2,3,1,1,1,1,0,11226,aa.com
81297793,71816820101381,1037677886457106237,20111205,3:38:02,43,FLIGHT - ADULT N/A,1,135.70,178.50,99,3,5,8,5,1,1,1,0,70818,southwest.com
81300330,69450515747075,9530952911301729568,20111203,2:36:07,44,HOTEL - HOWARD JOHNSON INN TORONTO SCARBOROUGH ~FRI DEC/23/2011TOMON JAN/2/2012,10,708.60,708.60,99,1,2,3,5,0,3,1,0,07083,expedia.com
81300468,4205476974550,1037677886457106237,20110205,16:19:55,43,FLIGHT - ADULT MAY~11,5,202.80,288.40,99,1,2,6,7,1,1,1,0,11742,southwest.com
81303507,4220195115130,1037677886457106237,20110719,3:22:03,43,FLIGHT - ADULT N/A,1,370.24,455.84,99,1,6,7,6,1,1,1,0,11109,southwest.com
81303507,70356099076306,1037677886457106237,20111015,16:06:58,43,FLIGHT - ADULT N/A,2,407.40,450.20,99,1,6,7,6,1,1,1,0,11109,southwest.com
81311558,3868020772912,17591158128419228596,20110506,20:19:46,99,MATH ENRICHMENT 2011 NON-REFUNDABLE DEPOSIT N/A,1,300.00,300.00,99,4,4,9,7,1,3,1,0,95132,google.com
81312794,4338182262759,9530952911301729568,20110222,23:10:15,43,FLIGHT - SACRAMENTO TO ATLANTA THU FEB 24 2011~SUN MAR 6 2011,1,667.99,667.99,99,3,1,4,7,0,2,1,0,31721,expedia.com
81313289,4376657268691,5127767531286671227,20110202,2:29:57,43,"FLIGHT MONDAY, FEBRUARY 14, 2011",1,0.00,0.00,99,2,4,7,7,1,1,1,0,62220,priceline.com
81313289,4376657268691,5127767531286671227,20110202,2:29:57,43,"FLIGHT MONDAY, FEBRUARY 14, 2011",1,92.00,92.00,99,2,4,7,7,1,1,1,0,62220,priceline.com
81313303,4230580146307,5127767531286671227,20110728,21:12:33,43,"FLIGHT FRIDAY, AUGUST 5, 2011",1,169.00,169.00,99,4,2,10,7,0,1,1,0,89131,priceline.com
81314017,70847683432668,9530952911301729568,20111025,0:17:22,45,CAR - FULL SIZE CAR OCT 29 2011~OCT 30 2011,1,42.66,42.66,99,3,4,7,3,0,2,1,0,20602,expedia.com
81314017,71242666545371,9530952911301729568,20111024,21:17:46,45,CAR - STANDARD SUV OCT 29 2011~OCT 30 2011,1,123.96,123.96,99,3,4,7,3,0,2,1,0,20602,expedia.com
81321297,4132027568209,3010609366849421442,20110608,4:14:49,44,"SAN FRANCISCO, CA, XSF (SFO)~LONG BEACH, CA, XLA (LGB) TUE JUN 28~WED JUL 06",1,155.00,155.00,99,3,1,8,7,0,1,1,0,94107,jetblue.com
81321297,5148615184570,3010609366849421442,20110921,4:18:25,44,"SAN FRANCISCO, CA (SFO)~LONG BEACH, CA (LGB) FRI OCT 07~MON OCT 10",2,276.00,276.00,99,3,1,8,7,0,1,1,0,94107,jetblue.com
81323626,72942769541369,17591158128419228596,20111123,15:00:36,29,PAYMENT REQUEST FROM STONE CASTER STUDIO N/A,1,537.40,537.40,99,1,3,9,4,0,1,1,0,11501,google.com
81324010,70278867194111,1037677886457106237,20111129,2:58:20,43,FLIGHT - N/A,1,0.00,20.00,99,3,3,5,4,1,1,1,0,77494,southwest.com
81324010,70278867194111,1037677886457106237,20111129,2:58:20,43,FLIGHT - N/A,1,0.00,0.00,99,3,3,5,4,1,1,1,0,77494,southwest.com
81324010,70278867194111,1037677886457106237,20111129,2:58:20,43,FLIGHT - POINTS SFO-LAS-ABQ,1,5.00,25.00,99,3,3,5,4,1,1,1,0,77494,southwest.com
81324010,70278867194111,1037677886457106237,20111129,2:58:20,43,FLIGHT - POINTS SFO-LAS-ABQ,1,5.00,45.00,99,3,3,5,4,1,1,1,0,77494,southwest.com
81325055,4167655493720,9530952911301729568,20110615,9:27:07,44,HOTEL - NEW CALIFORNIA HOTEL SUN 6/19/2011~ WED 6/22/2011,3,191.85,191.85,99,4,2,2,6,0,3,1,0,91709,expedia.com
81325055,69456678555907,9530952911301729568,20111203,21:26:10,44,HOTEL - HILL HOUSE HOTEL ~MON DEC/19/2011TOWED DEC/21/2011,2,141.42,141.42,99,4,2,2,6,0,3,1,0,91709,expedia.com
81325055,71790413943048,1037677886457106237,20111208,21:36:42,43,FLIGHT - ADULT N/A,1,59.71,102.51,99,4,2,2,6,0,3,1,0,91709,southwest.com
81325055,72326166810887,9530952911301729568,20111207,8:58:38,44,HOTEL - PLEX HOTEL ~THU DEC/15/2011TOSAT DEC/17/2011,2,185.62,185.62,99,4,2,2,6,0,3,1,0,91709,expedia.com
81325055,72326166810887,9530952911301729568,20111207,8:58:38,44,HOTEL - VOGUE HOTEL ~SAT DEC/17/2011TOMON DEC/19/2011,2,238.64,238.64,99,4,2,2,6,0,3,1,0,91709,expedia.com
81325910,4136203522166,1037677886457106237,20110715,21:23:15,43,FLIGHT - ADULT N/A,1,124.65,167.45,99,4,1,1,4,0,2,1,0,82007,southwest.com
81326910,4208396144764,7101213156062330967,20110721,2:13:31,43,"FLIGHT - TULSA, OK TO HONOLULU/OAHU, HI WEDNESDAY, NOVEMBER 16~SATURDAY, DECEMBER 3",1,737.40,737.40,99,3,3,11,5,1,1,1,0,74012,orbitz.com
81326910,70234262081814,7101213156062330967,20111222,2:08:49,43,"FLIGHT - TULSA, OK TO CHICAGO, IL WEDNESDAY, DECEMBER 28~WEDNESDAY, JANUARY 4",1,438.00,438.00,99,3,3,11,5,1,1,1,0,74012,orbitz.com
81333926,69545513324745,1037677886457106237,20111006,0:03:22,43,FLIGHT - ADULT N/A,5,997.00,1082.60,99,1,6,3,1,1,1,1,0,19136,southwest.com
81336252,4017989292060,17475197073474272331,20110416,16:39:54,45,CAR - COMPACT FRI APR 29~MON MAY 2,3,32.34,32.34,99,4,2,10,7,0,1,1,0,83706,travelocity.com
81336252,4063783817275,1037677886457106237,20110517,16:19:21,43,FLIGHT - ADULT N/A,1,68.84,111.64,99,4,2,10,7,0,1,1,0,83706,southwest.com
81336252,4171055566874,1037677886457106237,20110414,21:39:53,43,FLIGHT - ADULT APR~29,1,165.58,251.18,99,4,2,10,7,0,1,1,0,83706,southwest.com
81336252,4172831527027,1037677886457106237,20110712,19:10:59,43,FLIGHT - AWARD BOI-GEG,1,2.50,12.50,99,4,2,10,7,0,1,1,0,83706,southwest.com
81336252,4172831527027,1037677886457106237,20110712,19:10:59,43,FLIGHT - ADULT N/A,1,68.84,111.64,99,4,2,10,7,0,1,1,0,83706,southwest.com
81336252,4249759649781,17475197073474272331,20110308,22:49:48,45,CAR - COMPACT SAT MAR 19~MON MAR 21,2,41.70,41.70,99,4,2,10,7,0,1,1,0,83706,travelocity.com
81336252,4256348967029,17475197073474272331,20110714,21:28:09,45,CAR - INTERMEDIATE SUV FRI AUG 12~SAT AUG 13,1,40.22,40.22,99,4,2,10,7,0,1,1,0,83706,travelocity.com
81336252,4256496422921,17475197073474272331,20110328,15:26:41,45,CAR - STANDARD SUV FRI JUN 10~MON JUN 13,3,0.00,0.00,99,4,2,10,7,0,1,1,0,83706,travelocity.com
81336252,4258201341930,1037677886457106237,20110225,22:14:23,43,FLIGHT - AWARD TICKET MAR 04,1,0.00,5.00,99,4,2,10,7,0,1,1,0,83706,southwest.com
81336252,4314258411486,1037677886457106237,20110213,23:11:31,43,FLIGHT - ADULT FEB~25,1,180.46,266.06,99,4,2,10,7,0,1,1,0,83706,southwest.com
81336252,4400259403934,1037677886457106237,20110824,16:01:47,43,FLIGHT - N/A,1,0.00,10.00,99,4,2,10,7,0,1,1,0,83706,southwest.com
81336252,4400259403934,1037677886457106237,20110824,16:01:47,43,FLIGHT - ADULT N/A,1,69.71,112.51,99,4,2,10,7,0,1,1,0,83706,southwest.com
81336252,69424187969757,17475197073474272331,20111026,23:18:39,45,CAR - STANDARD SPECIAL SAT DEC 10~TUE DEC 13,3,43.50,43.50,99,4,2,10,7,0,1,1,0,83706,travelocity.com
81336252,70220403970326,1037677886457106237,20111222,19:07:45,43,FLIGHT - AWARD BOI-GEG,1,2.50,12.50,99,4,2,10,7,0,1,1,0,83706,southwest.com
81336252,70220403970326,1037677886457106237,20111222,19:07:45,43,FLIGHT - ADULT N/A,1,69.71,112.51,99,4,2,10,7,0,1,1,0,83706,southwest.com
81336252,70898342957271,1037677886457106237,20111020,21:52:26,43,FLIGHT - ADULT N/A,1,95.11,195.51,99,4,2,10,7,0,1,1,0,83706,southwest.com
81336252,71460140093649,1037677886457106237,20111014,15:32:22,43,FLIGHT - ADULT N/A,1,139.40,225.00,99,4,2,10,7,0,1,1,0,83706,southwest.com
81336252,71831515304148,17475197073474272331,20111017,16:25:31,45,CAR - STANDARD SPECIAL FRI NOV 4~MON NOV 7,3,42.45,42.45,99,4,2,10,7,0,1,1,0,83706,travelocity.com
81336774,69641179894018,1875457313788268580,20111202,21:16:08,43,FLIGHT - N/A,1,466.05,483.75,99,3,4,6,6,1,1,1,0,74008,delta.com
81336774,69774920519920,10326615452578885078,20111114,19:15:21,43,ADULT N/A,1,704.30,704.30,99,3,4,6,6,1,1,1,0,74008,aa.com
81336774,71822537003269,14244539005989555924,20111205,21:52:02,43,"FLIGHT -CHICAGO, IL (ORD)~HOUSTON, TX (IAH) N/A",1,477.70,477.70,99,3,4,6,6,1,1,1,0,74008,united.com
81336774,72192583143693,1875457313788268580,20111213,21:03:32,43,FLIGHT - N/A,1,705.12,746.42,99,3,4,6,6,1,1,1,0,74008,delta.com
81336774,72323260616967,14244539005989555924,20111207,17:23:52,43,"FLIGHT -HOUSTON, TX (IAH)~TULSA, OK (TUL) N/A",1,334.20,334.20,99,3,4,6,6,1,1,1,0,74008,united.com
81399163,3958424145971,17591158128419228596,20110509,21:28:11,27,"ACCESS HD PTV7000 7"" WIDESCREEN PORTABLE DIGITAL TV N/A",1,49.95,49.95,99,3,2,6,4,1,2,1,0,33404,google.com
81399518,4274446208989,1037677886457106237,20110212,12:01:23,43,FLIGHT - ADULT SEP~21,1,221.40,321.80,99,1,6,8,7,1,1,1,0,02893,southwest.com
81399518,4274446208989,1037677886457106237,20110212,12:01:23,43,FLIGHT - ADULT SEP~21,1,221.40,271.60,99,1,6,8,7,1,1,1,0,02893,southwest.com
81402792,69755449643248,17475197073474272331,20111114,0:00:01,43,FLIGHT - KEY WEST INTERNATIONAL AIRPORT (EYW)~DAYTON INTERNATIONAL AIRPORT (DAY) WED NOV 30,1,318.00,342.95,99,3,4,8,5,1,1,1,0,33043,travelocity.com
81402792,70898714153175,5127767531286671227,20111020,3:45:58,44,"HOTEL - BEST WESTERN PREMIER MIAMI INTERNATIONAL AIRPORT HOTEL & SUITES FRI, OCT 28, ~SUN, OCT 30,",2,287.32,287.32,99,3,4,8,5,1,1,1,0,33043,priceline.com
81404908,69645934530818,3010609366849421442,20111202,1:29:11,43,"NEW YORK CITY, NY (JFK)~SANTIAGO, DOMINICAN REPUBLIC (STI) SUN DEC 04",1,348.00,348.00,99,1,3,8,1,1,5,1,1,10040,jetblue.com
81408462,4131341733906,9530952911301729568,20110406,16:12:44,43,FLIGHT - SANTO DOMINGO TO NEWARK SUN APR 10 2011,1,304.00,304.00,99,1,4,6,2,1,5,1,1,19601,expedia.com
81408462,4240139489284,9530952911301729568,20110323,19:24:29,43,FLIGHT - NEWARK TO SANTO DOMINGO THU MAR 31 2011,1,239.00,239.00,99,1,4,6,2,1,5,1,1,19601,expedia.com
81408462,69791433232620,9530952911301729568,20111110,21:43:46,43,FLIGHT - SANTO DOMINGO TO NEWARK FRI NOV 18 2011,2,440.00,440.00,99,1,4,6,2,1,5,1,1,19601,expedia.com
81408462,71956298862805,9530952911301729568,20111018,0:34:36,43,FLIGHT - NEWARK TO SANTO DOMINGO WED OCT 19 2011,1,126.00,126.00,99,1,4,6,2,1,5,1,1,19601,expedia.com
81413656,4137198227570,9530952911301729568,20110711,22:16:48,45,CAR - MIDSIZE CAR JUL 12 2011~JUL 14 2011,2,62.64,62.64,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4211918704626,9530952911301729568,20110305,20:09:53,43,FLIGHT - DALLAS TO CHICAGO SUN MAR 6 2011,1,364.00,364.00,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4226948927598,9530952911301729568,20110707,18:51:33,43,FLIGHT - GREENVILLE TO FORT LAUDERDALE TUE JUL 12 2011~THU JUL 14 2011,1,535.00,535.00,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4252054261749,9530952911301729568,20110308,16:29:42,43,FLIGHT - CHICAGO TO ST. LOUIS TUE MAR 8 2011,1,166.00,166.00,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4260509323242,9530952911301729568,20110225,19:23:53,43,FLIGHT - BOSTON TO ST. LOUIS TUE MAR 1 2011,1,134.00,134.00,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4271807926289,9530952911301729568,20110405,20:45:11,45,CAR - MIDSIZE CAR APR 8 2011~APR 9 2011,1,22.51,22.51,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4275647287277,17475197073474272331,20110228,22:50:51,45,CAR - ECONOMY TUE MAR 1~THU MAR 3,2,85.98,85.98,99,3,1,8,3,0,1,1,0,29607,travelocity.com
81413656,4284361543616,9530952911301729568,20110114,21:12:38,43,FLIGHT - DALLAS TO MADISON TUE JAN 18 2011~WED JAN 19 2011,1,450.00,450.00,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4288573280258,9530952911301729568,20110321,17:39:15,44,HOTEL - HAMPTON INN CONYERS TUE 3/22/2011~ WED 3/23/2011,1,74.25,74.25,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4295586418672,9530952911301729568,20110303,0:00:39,43,FLIGHT - ST. LOUIS TO DALLAS THU MAR 3 2011,1,226.00,226.00,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4295586418672,9530952911301729568,20110303,0:00:39,44,HOTEL - DAYS INN IRVING GRAPEVINE DFW AIRPORT NORTH THU 3/3/2011~ FRI 3/4/2011,1,49.30,49.30,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4295586418672,9530952911301729568,20110303,0:00:39,45,CAR - STANDARD SUV MAR 3 2011~MAR 4 2011,1,46.89,46.89,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4295586418672,9530952911301729568,20110303,0:00:39,43,FLIGHT - BUFFALO TO GREENVILLE FRI MAR 4 2011,1,280.01,280.01,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4295586418672,9530952911301729568,20110303,0:00:39,44,HOTEL - GALLERIA INN & SUITES THU 3/3/2011~ FRI 3/4/2011,1,69.00,69.00,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4295586418672,9530952911301729568,20110303,0:00:39,45,CAR - COMPACT CAR MAR 3 2011~MAR 4 2011,1,49.11,49.11,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4447307567078,9530952911301729568,20110221,17:16:05,45,CAR - COMPACT CAR FEB 27 2011~MAR 1 2011,2,27.00,27.00,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,4450600882115,9530952911301729568,20110117,16:47:58,45,CAR - MIDSIZE CAR JAN 18 2011~JAN 19 2011,1,47.03,47.03,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,5157552787647,9530952911301729568,20110926,20:45:38,43,FLIGHT - KANSAS CITY TO PITTSBURGH THU OCT 6 2011,1,216.00,216.00,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,5157552787647,9530952911301729568,20110926,20:45:38,43,FLIGHT - LOUISVILLE TO MINNEAPOLIS TUE OCT 4 2011,1,265.00,265.00,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,5157552787647,9530952911301729568,20110926,20:45:38,43,FLIGHT - PITTSBURGH TO GREENVILLE FRI OCT 7 2011,1,241.00,241.00,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,66974202466530,9530952911301729568,20111031,15:28:53,44,HOTEL - BEST WESTERN COLONIAL INN ~MON OCT/31/2011TOTUE NOV/1/2011,1,69.99,69.99,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,66974202466530,9530952911301729568,20111031,15:28:53,44,HOTEL - BEST WESTERN COLONIAL INN ~MON OCT/31/2011TOTUE NOV/1/2011,1,62.99,62.99,99,3,1,8,3,0,1,1,0,29607,expedia.com
81413656,72370367762700,9530952911301729568,20111212,15:14:20,43,FLIGHT - GREENVILLE TO CHICAGO SUN JAN 22 2012,1,132.00,132.00,99,3,1,8,3,0,1,1,0,29607,expedia.com
81417749,67379586207989,1037677886457106237,20111119,21:20:44,43,FLIGHT - ADULT N/A,2,646.20,746.60,99,4,2,6,7,0,1,1,0,80031,southwest.com
81417749,70147757641993,1037677886457106237,20111209,22:12:24,43,FLIGHT - POINTS DEN-ABQ-TUS,2,10.00,45.06,99,4,2,6,7,0,1,1,0,80031,southwest.com
81417749,70147757641993,1037677886457106237,20111209,22:12:24,43,FLIGHT - POINTSPOINTS TUS-DENDEN-ABQ-TUS,22,5.06,45.06,99,4,2,6,7,0,1,1,0,80031,southwest.com
81418732,4768539938991,17475197073474272331,20110910,14:42:32,44,"HOTEL - THE ROOSEVELT, A COAST HOTEL SAT SEP 10~SUN SEP 11",1,143.09,143.09,99,4,1,4,5,0,1,1,0,98226,travelocity.com
81418732,70350513115419,17475197073474272331,20111227,3:02:44,43,FLIGHT - SEATTLE/TACOMA INTERNATIONAL AIRPORT (SEA)~SAN DIEGO INTERNATIONAL (SAN) FRI FEB 10,2,296.00,296.00,99,4,1,4,5,0,1,1,0,98226,travelocity.com
81418838,4066075938875,7101213156062330967,20110517,22:17:55,43,"HOTEL - ATRIUM HOTEL ORANGE COUNTY AIRPORT FRI, MAY 20, 2011~SAT, MAY 21, 2011",1,89.00,89.00,99,4,1,3,2,0,5,1,0,92612,orbitz.com
81444638,4043751886914,1037677886457106237,20110524,23:09:21,43,FLIGHT - DEC. 1,2,684.64,684.64,99,1,3,10,7,0,1,1,0,14051,southwest.com
81444638,4043751886914,1037677886457106237,20110524,23:09:21,43,FLIGHT - ADULT N/A,2,342.32,385.12,99,1,3,10,7,0,1,1,0,14051,southwest.com
81447747,4258976895093,7101213156062330967,20110714,13:14:11,43,"FLIGHT - RICHMOND, VA TO TAMPA, FL SUNDAY, AUGUST 7~SUNDAY, AUGUST 14",2,524.00,560.22,99,3,4,11,5,1,1,1,0,33618,orbitz.com
81447747,4270732808320,1875457313788268580,20110725,19:42:31,43,FLIGHT - N/A,1,333.00,361.00,99,3,4,11,5,1,1,1,0,33618,delta.com
81447967,3959987900340,1037677886457106237,20110102,20:04:27,43,FLIGHT - ADULT FEB~11,4,165.60,251.20,99,2,2,5,6,1,1,1,0,46311,southwest.com
81447967,3959989604276,1037677886457106237,20110102,17:42:40,43,FLIGHT - ADULT FEB~11,2,165.58,251.18,99,2,2,5,6,1,1,1,0,46311,southwest.com
81451495,4383308779482,3010609366849421442,20110209,0:49:32,44,"ORLANDO, FL,  (MCO)~SYRACUSE, NY,  (SYR) TUE MAR 01",1,149.00,149.00,99,1,6,4,2,1,1,1,0,13206,jetblue.com
81452665,4068016656443,5127767531286671227,20110517,0:02:09,44,"HOTEL - EXTENDED STAY AMERICA ST. LOUIS - AIRPORT SAT, MAY 21, ~SUN, MAY 22,",3,141.93,141.93,99,2,2,4,6,1,3,1,0,60630,priceline.com
81452792,4139221323890,1037677886457106237,20110711,1:11:27,43,FLIGHT - ADULT N/A,1,197.21,240.01,99,4,1,2,6,0,1,1,0,85286,southwest.com
81452792,4213937082458,1037677886457106237,20110617,18:42:24,43,FLIGHT - ADULT N/A,2,184.18,269.78,99,4,1,2,6,0,1,1,0,85286,southwest.com
81453817,4200294649787,1875457313788268580,20110109,13:54:46,43,FLIGHT - N/A,3,3678.00,3751.50,99,2,2,9,4,0,1,1,0,48071,delta.com
81453894,4176349368435,1037677886457106237,20110712,4:23:00,43,FLIGHT - ADULT N/A,2,120.94,163.74,99,4,5,5,5,1,2,1,1,85381,southwest.com
81453894,4210173939807,1037677886457106237,20110622,2:15:14,43,FLIGHT - JUL. 31,1,82.79,82.79,99,4,5,5,5,1,2,1,1,85381,southwest.com
81454151,3927646343301,5127767531286671227,20110730,3:37:08,44,"HOTEL - MOTEL 6 SAN MARCOS SAT, JUL 30, ~SUN, JUL 31,",1,0.00,0.00,99,3,6,5,6,1,1,1,0,77904,priceline.com
81454151,4132679716943,5127767531286671227,20110606,22:34:03,44,"HOTEL - SAN ANTONIO HOWARD JOHNSON EXPRESS INN SAT, JUN 11, ~SUN, JUN 12,",1,58.98,58.98,99,3,6,5,6,1,1,1,0,77904,priceline.com
81454402,4270151438295,17591158128419228596,20110206,20:50:14,23,PURPLE COTTON SCRUNCHY-SMALL N/A,1,5.75,11.50,99,3,3,9,6,0,1,1,0,78660,google.com
81454402,4270151438295,17591158128419228596,20110206,20:50:14,1,BLACK COTTON SCRUNCHY N/A,1,5.75,11.50,99,3,3,9,6,0,1,1,0,78660,google.com
81466889,4042970435651,7101213156062330967,20110525,2:30:28,43,FLIGHT - N/A,1,395.00,395.00,99,1,2,4,4,1,1,1,0,01505,orbitz.com
81467909,72037417685233,1037677886457106237,20111115,16:47:19,43,FLIGHT - ADULT N/A,1,361.90,441.50,99,3,3,4,5,0,1,1,0,77082,southwest.com
81470755,3987367137356,5127767531286671227,20110603,0:00:03,43,"FLIGHT MONDAY, JUNE 6, 2011",2,278.06,278.06,99,3,2,5,7,1,1,1,1,37205,priceline.com
81470755,3987367137356,5127767531286671227,20110603,0:00:03,43,"FLIGHT FRIDAY, JUNE 3, 2011",1,0.00,278.06,99,3,2,5,7,1,1,1,1,37205,priceline.com
81470755,3987367137356,5127767531286671227,20110603,0:00:03,43,"FLIGHT FRIDAY, JUNE 3, 2011",1,0.00,278.00,99,3,2,5,7,1,1,1,1,37205,priceline.com
81470755,3987367137356,5127767531286671227,20110603,0:00:03,43,"FLIGHT MONDAY, JUNE 6, 2011",2,278.00,278.00,99,3,2,5,7,1,1,1,1,37205,priceline.com
81472445,4503484305550,1037677886457106237,20110808,2:45:03,43,FLIGHT - ADULT N/A,2,511.72,567.72,99,2,2,6,5,1,1,1,0,60526,southwest.com
81472761,4125760360471,3010609366849421442,20110411,3:06:26,43,"NEW YORK CITY, NY, NYC (JFK)~BARBADOS, BRIDGETOWN,  (BGI) MON APR 25~MON JUL 25",1,508.00,508.00,99,1,2,7,4,1,5,1,0,11208,jetblue.com
81534078,4220249116658,17475197073474272331,20110305,15:05:25,43,FLIGHT - NEW YORK J F KENNEDY INTERNATIONAL AIRPORT (JFK)~ORLANDO INTERNATIONAL AIRPORT (MCO) TUE MAY 31,2,368.00,407.90,99,1,6,4,5,1,1,1,0,10469,travelocity.com
81534722,4038569955342,7101213156062330967,20110402,0:05:47,43,FLIGHT - N/A,1,378.36,378.36,99,4,6,4,5,1,3,1,0,96797,orbitz.com
81535026,69375929749736,7101213156062330967,20111106,18:44:09,43,"FLIGHT - BOSTON, MA TUESDAY, DECEMBER 20",1,81.00,81.00,99,1,3,8,6,1,1,1,0,11753,orbitz.com
81535026,69375929749736,7101213156062330967,20111106,18:44:09,43,FLIGHT - N/A,1,91.70,91.70,99,1,3,8,6,1,1,1,0,11753,orbitz.com
81535026,70866974150867,1875457313788268580,20111016,18:14:41,43,FLIGHT - N/A,1,92.09,102.79,99,1,3,8,6,1,1,1,0,11753,delta.com
81535026,71122864967886,7101213156062330967,20111011,2:57:37,43,"FLIGHT - NEW YORK, NY THURSDAY, NOVEMBER 10",1,69.00,69.00,99,1,3,8,6,1,1,1,0,11753,orbitz.com
81535026,71952601845974,3010609366849421442,20111019,12:30:42,44,"NEW YORK CITY, NY (JFK)~BOSTON, MA (BOS) SUN NOV 27",1,99.00,99.00,99,1,3,8,6,1,1,1,0,11753,jetblue.com
81575352,3826572529784,1875457313788268580,20110717,17:45:28,43,FLIGHT - N/A,2,491.16,576.76,99,3,2,11,3,1,3,1,0,32137,delta.com
81580827,69762143949033,9530952911301729568,20111107,23:07:10,43,FLIGHT - CHICAGO TO SAN FRANCISCO FRI NOV 25 2011~THU DEC 8 2011,1,320.01,320.01,99,2,3,11,1,0,1,1,0,60505,expedia.com
81585696,69775787561196,14244539005989555924,20111110,21:44:09,43,"FLIGHT -PHOENIX, AZ (PHX)~NEWARK, NJ (EWR) N/A",1,640.80,640.80,99,4,5,7,6,1,1,1,0,85331,united.com
81588056,4614554063018,5127767531286671227,20110905,18:50:48,43,"FLIGHT THURSDAY, DECEMBER 15, 2011",1,0.00,824.00,99,2,3,9,5,0,1,1,1,60124,priceline.com
81588056,4614554063018,5127767531286671227,20110905,18:50:48,43,"FLIGHT WEDNESDAY, JANUARY 4, 2012",2,824.00,824.00,99,2,3,9,5,0,1,1,1,60124,priceline.com
81621781,69458168189187,5127767531286671227,20111203,16:52:43,43,"FLIGHT TUESDAY, JANUARY 3, 2012",1,102.00,102.00,99,2,1,7,7,0,3,1,0,48230,priceline.com
81621945,4467303649429,7101213156062330967,20110815,19:58:04,44,"HOTEL - THE BREAKERS RESORT THU, AUG 25, 2011~SUN, AUG 28, 2011",3,371.85,371.85,99,3,3,6,4,0,1,1,0,20020,orbitz.com
81622768,4361770438651,10326615452578885078,20110314,16:43:50,43,"ADULT APR 30, 2011",3,894.00,894.00,99,4,3,6,6,1,1,1,0,94121,aa.com
81623169,4177942351910,7101213156062330967,20110426,22:13:54,43,"FLIGHT - HARTFORD/SPRINGFIELD/WINDSOR LOCKS, CT WEDNESDAY, MAY 4",1,174.00,174.00,99,4,4,9,6,1,2,1,0,94561,orbitz.com
